Episode,Total Reward,Steps,Hits,Sunk Ships,Misses,Hit Rate,Q-Table Size,Consecutive Hits,Max Consecutive Hits Ship 1,Max Consecutive Hits Ship 2,Max Consecutive Hits Ship 3,Max Consecutive Hits Ship 4,Max Consecutive Hits Ship 5,Max Consecutive Hits Ship 6
3391,16.950987791341163,901,24,6,72,0.026637069922308545,82,2,1,1,1,1,1,2
3392,72.00925373134172,670,24,6,70,0.03582089552238806,82,5,1,1,1,2,1,5
3393,53.32386880856578,747,24,6,67,0.0321285140562249,82,4,1,1,1,1,1,3
3394,67.7814427156985,707,24,6,72,0.033946251768033946,82,6,1,1,1,1,1,7
3395,84.48290519877634,654,24,6,73,0.03669724770642202,82,8,2,1,1,1,3,4
3396,-11.370000000001532,1007,23,5,74,0.022840119165839126,82,8,1,1,1,2,1,7
3397,100.70833333333223,480,24,6,66,0.05,82,2,1,1,1,1,1,2
3398,-22.660000000001716,1018,23,5,73,0.022593320235756387,82,5,1,1,2,1,1,4
3399,100.50421602787323,574,24,6,73,0.041811846689895474,82,8,1,2,1,1,1,8
3400,44.07345679012156,810,24,6,71,0.02962962962962963,82,5,1,2,1,1,1,5
3401,30.324712041883338,955,24,6,74,0.025130890052356022,82,10,1,1,1,3,3,7
3402,83.62577259475164,686,24,6,68,0.03498542274052478,82,10,2,2,1,1,2,5
3403,79.30408320492947,649,24,6,71,0.03697996918335902,82,6,1,1,1,1,2,4
3404,54.0540694789062,806,24,6,73,0.02977667493796526,82,8,1,1,1,1,4,6
3405,-25.316943521596425,1204,24,6,76,0.019933554817275746,82,8,1,2,1,2,2,6
3406,-82.7800000000022,1259,22,4,76,0.017474185861795076,82,6,1,1,1,1,1,4
3407,115.90988505747191,435,24,6,68,0.05517241379310345,82,4,2,1,1,1,1,2
3408,-39.9900000000015,1091,23,5,76,0.021081576535288724,82,4,1,1,1,1,1,5
3409,131.30000000000035,400,24,6,61,0.06,82,7,1,1,2,1,1,4
3410,-39.97000000000193,1135,23,5,74,0.02026431718061674,82,7,1,1,1,2,1,5
3411,134.11866348448604,419,24,6,68,0.057279236276849645,82,9,1,1,1,3,3,5
3412,15.139999999997974,1000,24,6,72,0.024,82,8,1,1,1,1,1,9
3413,46.328695652173636,920,24,6,74,0.02608695652173913,82,13,1,1,1,2,4,10
3414,22.565596620906227,947,24,6,70,0.025343189017951427,82,7,1,1,1,1,3,5
3415,76.4218122977333,618,24,6,70,0.038834951456310676,82,3,1,1,1,1,2,2
3416,-5.770000000002063,1009,23,5,74,0.022794846382556987,82,10,1,1,2,2,1,5
3417,51.02947431302078,837,24,6,75,0.02867383512544803,82,9,1,1,1,1,1,10
3418,81.87797788309538,633,24,6,64,0.037914691943127965,82,6,1,1,1,1,1,7
3419,112.50417475728048,515,24,6,75,0.04660194174757282,82,8,1,1,2,1,3,4
3420,30.89871668312097,1013,24,6,76,0.023692003948667325,82,14,2,2,3,3,2,7
3421,-28.75000000000147,1123,23,5,72,0.020480854853072127,82,10,1,1,2,3,1,8
3422,47.31890606420774,841,24,6,76,0.028537455410225922,82,8,1,1,1,1,2,8
3423,46.286550116548014,858,24,6,69,0.027972027972027972,82,9,1,1,1,1,2,9
3424,-57.99000000000198,1181,23,5,76,0.01947502116850127,82,4,1,1,1,1,1,4
3425,65.13850415512292,722,24,6,76,0.0332409972299169,82,6,1,1,1,1,1,4
3426,63.313266475643104,698,24,6,69,0.034383954154727794,82,4,1,1,1,1,1,3
3427,102.66949152542553,590,24,6,66,0.04067796610169491,82,10,1,1,1,3,1,5
3428,114.3137984496112,516,24,6,64,0.046511627906976744,82,9,1,1,2,1,3,4
3429,104.30148820326548,551,24,6,64,0.043557168784029036,82,8,1,1,1,2,3,4
3430,90.56947683109013,669,24,6,74,0.03587443946188341,82,11,1,1,1,3,4,4
3431,4.82930486593682,1007,24,6,73,0.023833167825223437,82,5,1,1,1,1,1,4
3432,86.49858841010312,673,24,6,71,0.03566121842496285,82,10,1,2,2,1,1,9
3433,-115.08000000000163,1556,23,5,75,0.014781491002570694,82,10,1,1,3,2,1,6
3434,50.886798905607165,731,24,6,71,0.03283173734610123,82,2,1,1,1,1,1,2
3435,109.89083969465601,524,24,6,66,0.04580152671755725,82,8,1,1,1,2,2,7
3436,-30.860000000001808,1059,23,5,73,0.021718602455146365,82,5,1,2,1,1,2,4
3437,112.36222222222122,450,24,6,62,0.05333333333333334,82,4,1,1,1,1,1,4
3438,-115.59000000000286,1499,23,5,76,0.015343562374916611,82,6,1,1,2,1,1,4
3439,153.15875621890808,402,24,6,75,0.05970149253731343,82,14,1,1,3,3,3,9
3440,39.62185682326436,894,24,6,75,0.026845637583892617,82,9,1,1,1,2,1,6
3441,68.41123359580106,762,24,6,68,0.031496062992125984,82,10,1,1,1,1,4,6
3442,32.719700897307945,1003,24,6,74,0.023928215353938187,82,14,1,2,2,3,2,10
3443,121.09222222222182,450,24,6,59,0.05333333333333334,82,7,1,1,1,1,1,8
3444,-14.69000000000038,1005,23,5,66,0.022885572139303482,82,7,1,1,2,1,3,5
3445,98.36233766233917,616,24,6,76,0.03896103896103896,82,10,1,1,2,1,2,8
3446,67.38077294686008,828,24,6,70,0.028985507246376812,82,14,2,1,2,1,4,10
3447,-21.280000000001817,1027,23,5,75,0.022395326192794548,82,6,1,1,3,1,1,5
3448,-74.93112947658632,1452,24,6,76,0.01652892561983471,82,8,1,1,1,2,2,5
3449,40.59481056256972,871,24,6,68,0.027554535017221583,82,8,1,1,2,1,3,3
3450,-69.07000000000204,1205,22,4,75,0.018257261410788383,82,7,1,1,1,3,2,4
3451,83.04858841010409,673,24,6,66,0.03566121842496285,82,9,2,1,2,3,1,3
3452,58.23033694343961,831,24,6,75,0.02888086642599278,82,11,2,1,3,3,1,7
3453,26.98822510822317,924,24,6,68,0.025974025974025976,82,7,1,1,2,2,2,5
3454,-61.9500000000014,1229,23,5,72,0.01871440195280716,82,6,1,1,1,2,1,6
3455,36.14989010988808,910,24,6,72,0.026373626373626374,82,9,1,1,2,1,1,8
3456,11.959999999998004,1000,24,6,70,0.024,82,7,1,1,1,1,1,7
3457,76.99888888888754,720,24,6,70,0.03333333333333333,82,10,1,1,2,2,4,4
3458,112.03391304347755,575,24,6,70,0.04173913043478261,82,12,1,1,3,3,3,3
3459,81.78044943820079,712,24,6,72,0.033707865168539325,82,11,1,2,3,3,1,4
3460,80.09492753623022,690,24,6,71,0.034782608695652174,82,9,1,1,1,3,1,5
3461,-0.9949429657813909,1052,24,6,75,0.022813688212927757,82,6,1,2,3,1,2,3
3462,25.062359550560053,890,24,6,71,0.02696629213483146,82,4,1,1,1,1,1,5
3463,23.742880658434633,972,24,6,72,0.024691358024691357,82,9,1,1,2,1,1,9
3464,89.48927576601646,718,24,6,71,0.033426183844011144,82,14,1,1,1,3,4,10
3465,-1.7724390243920123,1025,24,6,73,0.023414634146341463,82,4,1,1,1,1,3,2
3466,-7.620000000000385,1001,23,5,69,0.022977022977022976,82,9,1,1,1,1,4,5
3467,42.63437810945118,804,24,6,75,0.029850746268656716,82,4,1,1,1,1,1,3
3468,34.1160092807406,862,24,6,76,0.027842227378190254,82,5,1,1,1,1,3,3
3469,68.55623978201464,734,24,6,74,0.0326975476839237,82,8,1,1,1,1,1,9
3470,69.71064697608844,711,24,6,69,0.03375527426160337,82,7,1,1,1,1,2,5
3471,2.918328416910642,1017,24,6,74,0.02359882005899705,82,5,1,1,1,1,1,6
3472,63.594770889486654,742,24,6,70,0.03234501347708895,82,7,1,1,1,1,3,6
3473,129.5038071065993,394,24,6,61,0.06091370558375635,82,6,1,1,1,1,3,5
3474,-27.60000000000184,1040,23,5,67,0.022115384615384617,82,5,1,1,1,2,1,4
3475,85.45035775127675,587,24,6,68,0.04088586030664395,82,4,1,1,1,1,3,3
3476,65.99698630136811,730,24,6,70,0.03287671232876712,82,7,1,1,1,1,1,5
3477,42.544931794333245,953,24,6,72,0.025183630640083946,82,14,1,2,1,3,4,9
3478,-117.93946731235135,1652,24,6,76,0.014527845036319613,82,7,1,1,2,1,1,5
3479,104.40762845849771,506,24,6,65,0.04743083003952569,82,5,1,1,1,1,1,3
3480,26.302459016391417,976,24,6,76,0.02459016393442623,82,10,1,1,1,1,2,10
3481,-63.680000000002245,1284,23,5,75,0.01791277258566978,82,9,1,2,1,1,1,9
3482,71.84927576601497,718,24,6,75,0.033426183844011144,82,8,2,2,1,1,2,4
3483,62.358888888887186,720,24,6,74,0.03333333333333333,82,5,1,1,2,1,1,5
3484,96.65361111110978,576,24,6,68,0.041666666666666664,82,7,1,1,1,2,3,4
3485,74.30527950310412,644,24,6,71,0.037267080745341616,82,4,1,1,1,2,1,4
3486,35.59547344110749,866,24,6,68,0.02771362586605081,82,6,1,1,1,1,2,4
3487,25.232866817153912,886,24,6,64,0.02708803611738149,82,4,1,1,1,1,1,5
3488,-9.389999999999294,1088,23,5,76,0.021139705882352942,82,14,1,1,2,3,4,6
3489,109.64551724137826,464,24,6,63,0.05172413793103448,82,4,1,1,1,1,1,3
3490,110.23366598777893,491,24,6,63,0.048879837067209775,82,6,1,1,1,1,1,5
3491,23.32752688171858,930,24,6,74,0.025806451612903226,82,6,1,1,1,1,2,5
3492,65.39368983957081,748,24,6,70,0.03208556149732621,82,8,1,2,1,1,2,7
3493,72.32406947890864,806,24,6,76,0.02977667493796526,82,14,2,1,1,2,4,10
3494,-25.517012448134594,1205,24,6,76,0.01991701244813278,82,8,1,2,1,1,3,5
3495,66.0117523056665,759,24,6,68,0.03162055335968379,82,9,1,1,2,3,2,3
3496,-34.91610738255205,1192,24,6,76,0.020134228187919462,82,4,1,1,1,1,1,3
3497,101.0518181818199,550,24,6,59,0.04363636363636364,82,7,1,1,1,1,3,4
3498,77.00814814814693,675,24,6,70,0.035555555555555556,82,7,1,1,1,1,1,8
3499,55.84467889908193,872,24,6,73,0.027522935779816515,82,13,2,2,1,2,4,7
3500,-23.515254237290094,1180,24,6,76,0.020338983050847456,82,7,1,1,1,2,2,6
3501,106.27847860538829,631,24,6,64,0.03803486529318542,82,14,1,2,3,3,3,6
3502,-13.750000000001942,1003,23,5,72,0.022931206380857428,82,7,1,2,1,1,1,7
3503,-48.59000000000191,1164,23,5,76,0.019759450171821305,82,6,1,1,2,1,3,4
3504,148.94120481927877,332,24,6,72,0.07228915662650602,82,8,1,1,2,1,2,7
3505,113.4405263157884,475,24,6,63,0.05052631578947368,82,6,1,1,1,1,2,4
3506,81.80474464579773,607,24,6,72,0.039538714991762765,82,4,1,1,1,1,1,3
3507,65.72698630136809,730,24,6,67,0.03287671232876712,82,7,1,1,1,3,1,4
3508,-38.28000000000188,1142,23,5,75,0.020140105078809107,82,8,2,1,1,1,3,6
3509,92.38625000000015,640,24,6,63,0.0375,82,10,1,1,3,1,3,4
3510,33.728342361861586,923,24,6,74,0.02600216684723727,82,9,1,1,3,1,2,3
3511,-34.850000000001714,1033,22,4,73,0.021297192642787996,82,7,1,1,1,2,2,6
3512,-13.280000000001923,1002,23,5,75,0.022954091816367265,82,7,1,1,1,1,1,6
3513,64.64812154695964,724,24,6,75,0.03314917127071823,82,6,1,1,1,2,1,6
3514,67.26513513513544,740,24,6,73,0.032432432432432434,82,8,1,1,3,1,2,3
3515,-58.590000000001815,1169,23,5,76,0.019674935842600515,82,3,1,1,1,1,1,4
3516,11.005057034220759,1052,24,6,75,0.022813688212927757,82,10,1,1,3,3,1,7
3517,31.15834319526453,845,24,6,72,0.028402366863905324,82,3,2,1,1,1,1,3
3518,-38.44000000000187,1126,23,5,71,0.020426287744227355,82,7,1,1,3,1,2,3
3519,86.89083182640019,553,24,6,75,0.0433996383363472,82,2,1,1,1,1,1,3
3520,-43.99000000000163,1156,23,5,76,0.019896193771626297,82,7,2,1,1,1,1,7
3521,88.2912903225793,620,24,6,73,0.03870967741935484,82,7,1,1,1,1,2,4
3522,84.60992503747981,667,24,6,70,0.035982008995502246,82,9,1,1,1,1,3,4
3523,6.701626016258331,984,24,6,76,0.024390243902439025,82,4,1,1,1,1,1,4
3524,109.80083969465538,524,24,6,65,0.04580152671755725,82,8,1,2,1,1,2,7
3525,24.101982082864893,893,24,6,67,0.026875699888017916,82,4,1,1,1,2,2,3
3526,-14.110000000000383,1018,23,5,68,0.022593320235756387,82,8,1,1,1,2,1,8
3527,99.5376172607868,533,24,6,71,0.0450281425891182,82,5,1,1,1,1,1,5
3528,-7.750000000002054,1003,23,5,72,0.022931206380857428,82,9,1,2,1,1,2,5
3529,115.35939393939276,528,24,6,69,0.045454545454545456,82,10,1,1,1,1,2,9
3530,45.93600928074032,862,24,6,74,0.027842227378190254,82,9,1,1,1,1,3,5
3531,17.3210101010081,990,24,6,74,0.024242424242424242,82,8,2,1,1,1,2,5
3532,74.90684287811976,681,24,6,60,0.03524229074889868,82,7,1,1,1,1,1,6
3533,54.54674271229214,789,24,6,74,0.030418250950570342,82,7,1,1,1,1,2,5
3534,-40.17000000000159,1166,23,5,74,0.01972555746140652,82,9,2,1,1,2,2,7
3535,98.07605633802906,568,24,6,66,0.04225352112676056,82,7,2,1,3,1,1,4
3536,56.91723329425406,853,24,6,76,0.02813599062133646,82,12,2,1,1,3,2,5
3537,102.29806722688961,595,24,6,73,0.040336134453781515,82,10,2,1,3,1,2,6
3538,77.93642564802191,733,24,6,76,0.03274215552523874,82,11,1,1,2,1,3,6
3539,-28.330000000001885,1045,23,5,70,0.02200956937799043,82,5,1,1,2,1,1,4
3540,15.032986611738554,971,24,6,73,0.024716786817713696,82,6,1,1,1,2,2,3
3541,112.15618556700922,485,24,6,71,0.049484536082474224,82,6,1,2,1,1,2,4
3542,62.30106159894971,763,24,6,69,0.03145478374836173,82,8,1,1,1,1,4,5
3543,-47.55000000000177,1142,23,5,72,0.020140105078809107,82,5,1,1,2,1,2,2
3544,148.3622259136222,301,24,6,63,0.07973421926910298,82,6,1,1,1,1,3,3
3545,119.68371364653164,447,24,6,70,0.053691275167785234,82,6,1,1,1,1,1,4
3546,-30.40000000000038,1084,23,5,67,0.021217712177121772,82,7,1,1,1,1,3,6
3547,82.40749262536721,678,24,6,70,0.035398230088495575,82,9,1,1,1,3,1,6
3548,88.77082956259268,663,24,6,74,0.03619909502262444,82,10,1,1,2,1,4,4
3549,-19.770000000001872,1034,23,5,74,0.022243713733075435,82,7,1,1,3,1,2,5
3550,73.86568521031109,737,24,6,73,0.032564450474898234,82,10,2,2,2,2,2,5
3551,136.21831050228394,438,24,6,67,0.0547945205479452,82,11,1,1,2,3,4,6
3552,84.28084507042072,710,24,6,62,0.03380281690140845,82,12,1,1,3,1,4,7
3553,-5.460000000000357,1037,23,5,73,0.022179363548698167,82,12,1,1,2,1,2,10
3554,49.36285012284816,814,24,6,72,0.029484029484029485,82,7,2,1,1,1,1,6
3555,76.26723270440117,636,24,6,75,0.03773584905660377,82,4,1,1,1,1,1,5
3556,-42.59150706436643,1274,24,6,73,0.018838304552590265,82,7,1,1,1,1,1,8
3557,55.30280212483218,753,24,6,69,0.03187250996015936,82,5,1,1,1,1,3,3
3558,97.14889087656458,559,24,6,69,0.04293381037567084,82,6,1,2,1,1,1,6
3559,103.51903591682297,529,24,6,73,0.045368620037807186,82,6,1,1,1,2,1,6
3560,122.95186440677895,472,24,6,62,0.05084745762711865,82,9,1,1,2,1,2,8
3561,28.66086474500973,902,24,6,71,0.026607538802660754,82,6,1,1,2,1,1,4
3562,19.207465886938166,1026,24,6,75,0.023391812865497075,82,11,2,2,1,1,2,5
3563,-15.880000000001896,1015,23,5,75,0.022660098522167486,82,7,1,1,1,1,1,5
3564,80.4053488372077,688,24,6,70,0.03488372093023256,82,9,1,1,1,2,2,5
3565,130.9579002079029,481,24,6,71,0.0498960498960499,82,12,1,2,1,2,3,6
3566,56.37520737327217,868,24,6,70,0.027649769585253458,82,13,1,2,3,1,4,8
3567,100.09705882353236,680,24,6,71,0.03529411764705882,82,15,1,2,2,2,4,10
3568,71.0959445843827,794,24,6,69,0.030226700251889168,82,13,1,1,3,2,2,10
3569,117.06417475728036,515,24,6,59,0.04660194174757282,82,10,1,2,2,1,2,8
3570,20.409502487561163,1005,24,6,75,0.023880597014925373,82,10,2,2,1,3,2,4
3571,-11.060000000001002,1080,23,5,73,0.021296296296296296,82,13,1,1,1,3,4,9
3572,95.00638935108013,601,24,6,72,0.03993344425956739,82,8,1,1,1,1,2,6
3573,97.81479876161124,646,24,6,70,0.03715170278637771,82,12,1,1,3,2,3,8
3574,64.97054830287048,766,24,6,72,0.031331592689295036,82,9,1,1,2,1,3,6
3575,34.15049723756707,905,24,6,72,0.026519337016574586,82,8,1,1,1,2,1,6
3576,-62.880000000001736,1280,23,5,75,0.01796875,82,9,1,1,2,1,4,4
3577,62.08333333333165,750,24,6,71,0.032,82,7,1,1,2,2,2,3
3578,16.255374077975,949,24,6,71,0.02528977871443625,82,5,1,1,1,1,1,5
3579,26.929649122805117,912,24,6,74,0.02631578947368421,82,6,1,1,2,1,1,3
3580,-57.01000000000115,1082,22,4,69,0.02033271719038817,82,3,1,1,3,1,1,2
3581,82.08207455429589,617,24,6,64,0.03889789303079417,82,5,1,1,1,2,1,5
3582,29.312866817153914,886,24,6,76,0.02708803611738149,82,5,1,2,1,1,1,5
3583,-17.28000000000193,1007,23,5,75,0.022840119165839126,82,6,1,1,1,1,1,7
3584,125.73920502092,478,24,6,73,0.0502092050209205,82,10,1,1,1,3,3,5
3585,6.208425196848456,1016,24,6,75,0.023622047244094488,82,6,1,1,1,1,1,5
3586,59.633609394313495,809,24,6,75,0.029666254635352288,82,10,1,1,1,1,4,8
3587,97.97822784809976,632,24,6,74,0.0379746835443038,82,11,1,1,2,1,3,7
3588,75.29005602240893,714,24,6,71,0.03361344537815126,82,9,1,2,1,1,2,5
3589,-25.880000000000813,1080,23,5,75,0.021296296296296296,82,8,2,1,1,1,4,5
3590,112.0102643171796,454,24,6,67,0.05286343612334802,82,4,1,1,1,1,1,3
3591,104.38484288354778,541,24,6,76,0.04436229205175601,82,7,1,1,1,1,2,6
3592,-15.460000000001928,1027,23,5,73,0.022395326192794548,82,8,1,1,2,1,1,8
3593,85.57772870662312,634,24,6,74,0.03785488958990536,82,7,1,1,1,1,2,7
3594,130.0170393374763,483,24,6,65,0.049689440993788817,82,12,2,1,2,1,3,9
3595,92.49694490817956,599,24,6,73,0.04006677796327212,82,7,1,1,1,2,1,4
3596,104.86391304347686,575,24,6,57,0.04173913043478261,82,10,1,1,2,3,1,8
3597,29.479649122805164,912,24,6,69,0.02631578947368421,82,7,1,1,2,3,1,3
3598,152.58231884058017,276,24,6,54,0.08695652173913043,82,6,1,1,1,1,2,6
3599,56.57106159894966,763,24,6,72,0.03145478374836173,82,6,1,1,1,1,3,4
3600,108.18793594306072,562,24,6,65,0.042704626334519574,82,10,2,1,1,3,1,7
3601,3.957560975607924,1025,24,6,70,0.023414634146341463,82,6,1,2,1,1,1,4
3602,108.31420361248114,609,24,6,71,0.03940886699507389,82,13,1,1,1,3,3,10
3603,-10.583718723037858,1159,24,6,73,0.02070750647109577,82,10,1,1,1,1,4,5
3604,151.3964102564126,390,24,6,62,0.06153846153846154,82,13,1,1,2,2,4,6
3605,24.143092783503143,970,24,6,72,0.024742268041237112,82,9,1,1,1,3,3,4
3606,77.96673981191084,638,24,6,65,0.03761755485893417,82,5,1,1,1,1,1,4
3607,6.3046025104585794,956,24,6,76,0.02510460251046025,82,2,1,1,1,1,1,2
3608,60.65453300124392,803,24,6,73,0.029887920298879204,82,10,1,1,1,2,3,6
3609,-12.970000000002065,1060,23,5,74,0.02169811320754717,82,11,1,1,1,3,2,8
3610,99.04025641025646,624,24,6,68,0.038461538461538464,82,11,1,1,1,1,3,10
3611,40.84668611435042,857,24,6,73,0.028004667444574097,82,7,1,1,1,1,1,6
3612,24.62185682326458,894,24,6,75,0.026845637583892617,82,4,1,1,1,1,3,3
3613,-43.19000000000169,1152,23,5,76,0.019965277777777776,82,7,1,1,3,1,2,5
3614,166.76152263374533,243,24,6,71,0.09876543209876543,82,8,1,1,1,1,2,8
3615,18.454931794332353,953,24,6,71,0.025183630640083946,82,6,1,1,1,1,2,4
3616,42.234712041884094,955,24,6,73,0.025130890052356022,82,14,1,1,3,2,3,10
3617,46.25048192770886,830,24,6,73,0.02891566265060241,82,7,1,1,1,1,1,8
3618,33.73013215858827,908,24,6,74,0.02643171806167401,82,8,1,1,1,1,1,9
3619,70.05037809647926,767,24,6,64,0.03129074315514994,82,11,1,2,1,3,1,6
3620,60.04947001394544,717,24,6,75,0.03347280334728033,82,4,1,1,1,1,2,4
3621,82.14432098765283,648,24,6,67,0.037037037037037035,82,7,1,1,1,3,2,4
3622,146.05027027026966,370,24,6,58,0.06486486486486487,82,10,1,2,2,1,4,3
3623,-20.780000000001465,1020,23,5,65,0.022549019607843137,82,6,1,1,1,1,1,6
3624,-105.93718592965133,1592,24,6,76,0.01507537688442211,82,7,2,1,1,1,2,5
3625,-49.66000000000167,1168,23,5,73,0.019691780821917807,82,6,1,1,1,1,2,5
3626,133.25276595744705,470,24,6,72,0.05106382978723404,82,12,2,1,1,2,3,6
3627,30.553895216399034,878,24,6,72,0.02733485193621868,82,5,1,1,2,1,1,3
3628,81.99015015014861,666,24,6,72,0.036036036036036036,82,8,1,1,1,2,2,5
3629,53.571061598949704,763,24,6,72,0.03145478374836173,82,5,1,1,1,1,2,4
3630,71.97140604467694,761,24,6,72,0.03153745072273324,82,11,2,1,1,2,2,9
3631,-33.87000000000173,1044,22,4,75,0.0210727969348659,82,8,1,1,1,1,2,4
3632,89.90974440894416,626,24,6,71,0.038338658146964855,82,8,1,1,3,1,1,6
3633,74.30927576601692,718,24,6,69,0.033426183844011144,82,9,1,1,3,1,1,6
3634,29.52764262647908,929,24,6,74,0.02583423035522067,82,8,1,1,1,1,4,5
3635,56.63594458438094,794,24,6,75,0.030226700251889168,82,8,1,1,1,2,1,6
3636,90.6169858712732,637,24,6,70,0.03767660910518053,82,9,1,1,1,1,3,5
3637,14.814384133609785,958,24,6,75,0.025052192066805846,82,5,1,1,2,1,1,4
3638,122.6258736059487,538,24,6,72,0.04460966542750929,82,13,1,1,1,3,4,7
3639,89.73015015015193,666,24,6,58,0.036036036036036036,82,11,1,2,2,2,2,7
3640,25.09384215991505,963,24,6,67,0.024922118380062305,82,9,1,2,1,2,1,8
3641,45.34903225806281,775,24,6,74,0.03096774193548387,82,3,1,1,1,1,1,4
3642,-9.970000000002026,1000,23,5,74,0.023,82,8,1,1,1,1,3,5
3643,125.59371364653143,447,24,6,69,0.053691275167785234,82,8,1,2,1,1,1,7
3644,-56.260000000001924,1246,23,5,73,0.018459069020866775,82,9,1,1,1,2,1,6
3645,145.5415434083606,311,24,6,54,0.07717041800643087,82,6,1,1,2,1,1,5
3646,43.18515644555508,799,24,6,70,0.030037546933667083,82,4,1,1,1,1,1,3
3647,50.15904761904592,840,24,6,72,0.02857142857142857,82,9,2,1,1,1,1,5
3648,73.61105740181111,662,24,6,70,0.03625377643504532,82,5,1,1,2,1,1,4
3649,68.28623978201543,734,24,6,71,0.0326975476839237,82,8,1,1,1,1,1,9
3650,128.23459227467873,466,24,6,74,0.05150214592274678,82,10,2,1,2,1,3,4
3651,30.258225108225165,924,24,6,71,0.025974025974025976,82,8,1,2,1,2,2,3
3652,83.84619883041037,684,24,6,66,0.03508771929824561,82,10,1,1,1,1,3,9
3653,17.434275286755135,959,24,6,73,0.02502606882168926,82,6,1,1,1,1,3,5
3654,70.50568521031273,737,24,6,69,0.032564450474898234,82,9,1,1,2,1,2,7
3655,66.22953367875536,772,24,6,66,0.031088082901554404,82,10,1,1,1,2,2,9
3656,99.33863406408182,593,24,6,69,0.04047217537942664,82,9,1,1,1,3,3,6
3657,-33.250000000001705,1025,22,4,73,0.021463414634146343,82,7,2,1,2,1,1,4
3658,-24.390000000001795,1028,23,5,76,0.02237354085603113,82,5,1,1,1,1,1,5
3659,23.906044538704634,943,24,6,76,0.02545068928950159,82,7,2,1,1,1,2,4
3660,77.33556040756844,687,24,6,67,0.034934497816593885,82,8,2,1,1,2,1,4
3661,3.7202004007997864,998,24,6,74,0.02404809619238477,82,4,1,1,1,1,2,3
3662,38.110864745009025,902,24,6,76,0.026607538802660754,82,9,1,1,1,3,1,8
3663,68.5535113484628,749,24,6,74,0.03204272363150868,82,9,1,1,1,2,2,5
3664,72.25227513227553,756,24,6,64,0.031746031746031744,82,11,1,1,2,1,4,8
3665,110.27685039369962,508,24,6,68,0.047244094488188976,82,7,1,1,1,1,2,6
3666,-17.660000000001837,1008,23,5,73,0.022817460317460316,82,6,1,1,1,1,3,5
3667,87.60447368420978,608,24,6,72,0.039473684210526314,82,6,1,1,1,1,1,4
3668,12.414712041882986,955,24,6,75,0.025130890052356022,82,4,2,1,1,1,2,2
3669,40.51627906976547,860,24,6,76,0.027906976744186046,82,7,1,1,1,1,3,5
3670,-46.18783073130827,1217,24,6,73,0.01972062448644207,82,2,1,1,1,1,1,3
3671,-10.108925318763239,1098,24,6,76,0.02185792349726776,82,6,1,1,1,1,1,6
3672,31.826550116548283,858,24,6,75,0.027972027972027972,82,4,1,1,1,1,1,4
3673,42.742249388752114,818,24,6,74,0.029339853300733496,82,5,2,1,1,1,1,5
3674,16.543842159914984,963,24,6,72,0.024922118380062305,82,6,1,1,1,1,2,4
3675,-61.19000000000176,1227,23,5,76,0.018744906275468622,82,6,1,1,2,1,1,3
3676,123.4100840336138,476,24,6,76,0.05042016806722689,82,9,2,1,2,1,1,4
3677,53.523456790121465,810,24,6,76,0.02962962962962963,82,8,1,1,2,2,1,7
3678,-15.440000000001932,1026,23,5,71,0.022417153996101363,82,8,1,1,1,1,2,7
3679,115.13569471624277,511,24,6,62,0.046966731898238745,82,9,1,1,2,3,1,3
3680,79.50082956259266,663,24,6,71,0.03619909502262444,82,7,1,1,1,1,1,8
3681,97.52006802720956,588,24,6,71,0.04081632653061224,82,8,1,1,1,3,1,5
3682,-16.170000000001927,1016,23,5,74,0.022637795275590553,82,7,2,1,1,1,1,6
3683,144.59761904762013,336,24,6,66,0.07142857142857142,82,7,1,1,1,1,3,6
3684,80.69556040756751,687,24,6,71,0.034934497816593885,82,9,1,1,3,1,3,5
3685,-44.59000000000124,1099,23,5,76,0.020928116469517744,82,3,1,1,2,1,1,3
3686,147.72727272727536,440,24,6,66,0.05454545454545454,82,15,1,1,3,3,3,10
3687,-11.860000000002039,1039,23,5,73,0.02213666987487969,82,10,1,1,2,1,3,7
3688,120.223665987779,491,24,6,74,0.048879837067209775,82,9,2,1,2,1,2,7
3689,-11.950000000002072,1024,23,5,72,0.0224609375,82,9,1,1,1,3,1,5
3690,111.99040080160205,499,24,6,67,0.04809619238476954,82,7,1,1,1,1,4,4
3691,-40.440000000001945,1166,23,5,71,0.01972555746140652,82,9,1,1,1,2,1,6
3692,84.48649452269018,639,24,6,73,0.03755868544600939,82,7,1,1,1,1,2,4
3693,57.72437810945075,804,24,6,76,0.029850746268656716,82,9,1,1,1,1,3,6
3694,96.20393442622823,610,24,6,72,0.03934426229508197,82,9,1,2,1,2,2,5
